checkpoint_path,run_dir,checkpoint_index,phase,sparsity,test_accuracy,fab_accuracy,fab_norm,brightness,contrast,defocus_blur,elastic_transform,fog,frost,gaussian_blur,gaussian_noise,glass_blur,impulse_noise,jpeg_compression,motion_blur,pixelate,saturate,shot_noise,snow,spatter,speckle_noise,zoom_blur
models/run_01/checkpoint_00_sparsity_0.00.pth,run_01,0,warmup,0.0,75.7,0.0,0.12659379529953002,25.962,45.848,33.760000000000005,32.356,30.901999999999997,34.11,39.318,46.160000000000004,45.378,48.798,28.764,40.41799999999999,35.05,28.908000000000005,40.742000000000004,37.498000000000005,33.134,40.732,39.206
models/run_01/checkpoint_01_sparsity_22.34.pth,run_01,1,prune_recover,22.3402665710358,76.47,0.0,0.12129557085037232,27.234,52.902,32.315999999999995,32.465999999999994,35.462,40.556,37.198,52.76800000000001,54.839999999999996,48.374,29.842000000000002,42.792,40.276,31.375999999999998,47.476,38.532,33.06,46.826,37.147999999999996
models/run_01/checkpoint_02_sparsity_38.77.pth,run_01,2,prune_recover,38.773085888470504,77.23,0.0,0.10118232440948487,26.574,50.112,35.065999999999995,33.992000000000004,35.14,38.114,40.974000000000004,56.141999999999996,51.65599999999999,46.512,30.012,43.653999999999996,39.65599999999999,30.593999999999994,49.152,38.934000000000005,31.458000000000006,47.129999999999995,41.49
models/run_01/checkpoint_03_sparsity_51.36.pth,run_01,3,prune_recover,51.35975135975136,76.82,0.0,0.09049024248123169,26.074,50.536,35.786,34.65,34.236000000000004,42.626,42.306,66.756,57.062,48.482,30.228,45.106,42.266,28.633999999999997,60.05799999999999,41.938,31.229999999999997,59.048,43.188
models/run_01/checkpoint_04_sparsity_61.51.pth,run_01,4,prune_recover,61.50558842866535,75.35,0.0,0.08000879049301148,27.305999999999994,52.722,36.846000000000004,36.474000000000004,36.696,44.178000000000004,43.339999999999996,71.80199999999999,57.79600000000001,46.682,32.327999999999996,45.522000000000006,41.598,30.212,64.058,43.516,32.41799999999999,61.462,43.14
models/run_01/checkpoint_05_sparsity_69.17.pth,run_01,5,prune_recover,69.16502301117686,74.79,0.0,0.0762256133556366,28.586000000000002,53.15599999999999,39.372,38.53,39.766000000000005,45.504,46.238,64.306,52.022000000000006,48.836,33.352,48.694,42.69,31.451999999999998,58.354,43.134,32.012,56.49399999999999,47.39
models/run_01/checkpoint_06_sparsity_75.45.pth,run_01,6,prune_recover,75.44602833064371,74.06,0.0,0.07001931762695313,29.014,54.372,40.758,40.596,42.336,46.745999999999995,47.477999999999994,70.806,58.854,49.065999999999995,33.044000000000004,51.124,39.452,32.528,63.71,44.6,34.083999999999996,61.4,47.983999999999995
models/run_01/checkpoint_07_sparsity_80.65.pth,run_01,7,prune_recover,80.65193353654892,71.64,0.0,0.07017715334892273,31.653999999999996,57.724000000000004,43.83,42.254,44.44,52.394000000000005,50.708,72.59,59.11,52.089999999999996,35.928,53.21,41.45399999999999,35.428,67.348,49.326,36.72,65.67999999999999,50.362
models/run_01/checkpoint_08_sparsity_85.75.pth,run_01,8,prune_recover,85.74689199689199,73.03,0.0,0.06799650835990906,30.736,55.620000000000005,39.288,38.798,43.786,49.298,44.552,70.14599999999999,54.928,47.553999999999995,34.916000000000004,47.275999999999996,43.077999999999996,33.962,64.67999999999999,46.436,33.684,62.4,44.46
models/run_01/checkpoint_09_sparsity_91.40.pth,run_01,9,prune_recover,91.3980784173092,69.75,0.0,0.06280465745925903,33.94199999999999,60.662,42.54,43.056,48.114,49.932,47.176,67.008,48.982,46.36,36.21,49.694,42.602,36.792,60.634,44.69,35.026,58.86,47.192
models/run_01/checkpoint_10_sparsity_95.55.pth,run_01,10,prune_recover,95.55316478393402,64.22,0.0,0.059534009218215944,39.456,62.722,44.186,43.344,51.326,55.032,47.548,72.168,53.784000000000006,53.474000000000004,39.715999999999994,49.746,41.013999999999996,43.326,66.53999999999999,51.403999999999996,41.624,64.788,48.542
models/run_02/checkpoint_00_sparsity_0.00.pth,run_02,0,warmup,0.0,75.24,0.0,0.12418436908721923,27.738,48.236000000000004,34.4,35.27,36.348,41.192,38.462,50.866,53.239999999999995,52.504,30.814,39.416000000000004,33.558,28.474,45.641999999999996,42.978,35.876000000000005,45.838,39.164
models/run_02/checkpoint_01_sparsity_22.42.pth,run_02,1,prune_recover,22.42058155519694,77.67,0.0,0.1423008632659912,24.494,50.286,32.39,33.519999999999996,34.318,35.5,37.826,45.202,48.79600000000001,47.366,28.356,42.258,39.385999999999996,27.365999999999996,39.525999999999996,37.004000000000005,30.426,39.386,37.708
